step,train_loss,ema_loss,train_reward,grad_norm,tok_per_s,elapsed_s
22,0.37890625,0.043994140625,0.05859375,0.032308079410177534,9779.404463608447,0.24704980850219727
23,-0.029296875,0.04032958984374999,0.05859375,0.057536075841126195,9805.39884561979,0.24639487266540527
24,-0.12353515625,0.03213635253906249,0.05859375,0.06820445081814012,9766.228280647649,0.24738311767578125
25,0.18359375,0.03970922241210936,0.05859375,0.07160434985501037,9801.984362772837,0.24648070335388184
26,-0.98046875,-0.01129967620849611,0.05859375,0.13964288588018992,9842.523011353427,0.24546551704406738
27,0.546875,0.016609057601928694,0.05859375,0.1414040365896116,9693.999760841303,0.24922633171081543
28,0.578125,0.04468485472183226,0.05859375,0.1430309186367559,9776.272137720518,0.24712896347045898
29,0.0,0.04245061198574064,0.05859375,0.1430309186367559,9878.850605057074,0.24456286430358887
30,0.0,0.04032808138645361,0.05859375,0.1430309186367559,9879.987153549982,0.24453473091125488
31,0.0,0.03831167731713093,0.05859375,0.1430309186367559,330.3806563176217,7.312776803970337
32,0.0,0.03639609345127438,0.05859375,0.1430309186367559,9871.84445771501,0.2447364330291748
33,0.0,0.03457628877871066,0.05859375,0.1430309186367559,9824.85928362006,0.24590682983398438
34,0.0,0.032847474339775126,0.05859375,0.1430309186367559,9695.205481051013,0.24919533729553223
35,0.0,0.031205100622786367,0.05859375,0.1430309186367559,9860.691730728062,0.24501323699951172
36,0.0,0.029644845591647047,0.05859375,0.1430309186367559,9875.288546115982,0.24465107917785645
37,0.0,0.028162603312064695,0.05859375,0.1430309186367559,9820.774467285046,0.24600911140441895
38,0.0,0.02675447314646146,0.05859375,0.1430309186367559,9879.650014429339,0.24454307556152344
39,0.0,0.025416749489138385,0.05859375,0.1430309186367559,9876.732314416013,0.2446153163909912
40,0.0,0.024145912014681463,0.05859375,0.1430309186367559,9855.915592739637,0.2451319694519043
41,0.1875,0.032313616413947394,0.05859375,0.14356600269798148,330.7037155417102,7.305633068084717
42,-0.111328125,0.025131529343250022,0.05859375,0.15253789214160346,9803.691306892666,0.24643778800964355
43,0.36328125,0.04203901537608752,0.05859375,0.1572550735392408,9829.881881613881,0.24578118324279785
44,0.08935546875,0.044404838044783145,0.05859375,0.15712773623820372,9660.287254558956,0.25009608268737793
45,0.0,0.04218459614254399,0.05859375,0.15712773623820372,9816.388740460603,0.24611902236938477
46,0.0,0.040075366335416786,0.05859375,0.15712773623820372,9823.925855981448,0.24593019485473633
47,0.0,0.038071598018645944,0.05859375,0.15712773623820372,9880.632598338902,0.24451875686645508
48,0.0,0.03616801811771365,0.05859375,0.15712773623820372,9888.770504185444,0.24431753158569336
49,0.0,0.03435961721182797,0.05859375,0.15712773623820372,9924.118947166367,0.24344730377197266
50,0.0,0.03264163635123657,0.05859375,0.15712773623820372,9815.742153461078,0.24613523483276367
51,0.0,0.031009554533674738,0.05859375,0.15712773623820372,328.2967985659885,7.35919451713562
52,0.0,0.029459076806991,0.05859375,0.15712773623820372,9821.393160504453,0.24599361419677734
53,-1.140625,-0.02904512703335856,0.05859375,0.1801247365788074,9777.09276402942,0.24710822105407715
1,0.0,0.0,0.05859375,0.0,224.21132524201408,10.775548458099365
2,0.0,0.0,0.05859375,0.0,9785.353856612577,0.24689960479736328
3,0.0,0.0,0.05859375,0.0,9875.866002781457,0.24463677406311035
4,0.0,0.0,0.05859375,0.0,9926.02426104128,0.24340057373046875
5,0.0,0.0,0.05859375,0.0,9893.250137169793,0.24420690536499023
6,0.0,0.0,0.05859375,0.0,9900.799380945913,0.24402070045471191
7,0.0,0.0,0.05859375,0.0,9887.294273071875,0.2443540096282959
8,0.0,0.0,0.05859375,0.0,9910.966988019916,0.24377036094665527
9,0.0,0.0,0.05859375,0.0,9859.051209780597,0.24505400657653809
10,0.0,0.0,0.05859375,0.0,9870.642478648464,0.2447662353515625
11,0.0,0.0,0.05859375,0.0,9875.712007734162,0.24464058876037598
12,0.0,0.0,0.05859375,0.0,9859.780262805823,0.24503588676452637
13,0.0,0.0,0.05859375,0.0,9731.703991525823,0.2482607364654541
14,0.0,0.0,0.05859375,0.0,9826.116833902854,0.24587535858154297
15,0.0,0.0,0.05859375,0.0,9909.629482145738,0.2438032627105713
16,0.0,0.0,0.05859375,0.0,9894.148482940094,0.2441847324371338
17,0.0,0.0,0.05859375,0.0,9899.65803939958,0.2440488338470459
18,0.0,0.0,0.05859375,0.0,9744.402921751975,0.24793720245361328
19,0.0,0.0,0.05859375,0.0,9878.205393054264,0.24457883834838867
20,0.0,0.0,0.05859375,0.0,9868.46043291578,0.24482035636901855
21,0.52734375,0.0263671875,0.05859375,0.024266159988682184,316.66976397732765,7.629399061203003
22,0.37890625,0.043994140625,0.05859375,0.03230609853566388,9752.87165899438,0.24772191047668457
23,-0.029296875,0.04032958984374999,0.05859375,0.05753446921571502,9863.945606095855,0.2449324131011963
24,-0.12353515625,0.03213635253906249,0.05859375,0.06820501545247541,9814.80095112183,0.24615883827209473
25,0.18359375,0.03970922241210936,0.05859375,0.07160454510994954,9886.647957680383,0.2443699836730957
26,-0.98046875,-0.01129967620849611,0.05859375,0.13964395590813342,9837.057751019533,0.24560189247131348
27,0.546875,0.016609057601928694,0.05859375,0.14141990784510874,9743.494087138624,0.24796032905578613
28,0.578125,0.04468485472183226,0.05859375,0.1430453975056345,9792.341821337355,0.24672341346740723
29,0.0,0.04245061198574064,0.05859375,0.1430453975056345,9898.691006774347,0.24407267570495605
30,0.0,0.04032808138645361,0.05859375,0.1430453975056345,9834.28922021042,0.24567103385925293
31,0.0,0.03831167731713093,0.05859375,0.1430453975056345,9846.453723767085,0.24536752700805664
32,0.0,0.03639609345127438,0.05859375,0.1430453975056345,9894.989018629076,0.24416399002075195
33,0.0,0.03457628877871066,0.05859375,0.1430453975056345,9891.116012802355,0.24425959587097168
34,0.0,0.032847474339775126,0.05859375,0.1430453975056345,9683.448607222375,0.2494978904724121
35,0.0,0.031205100622786367,0.05859375,0.1430453975056345,9824.097288577279,0.2459259033203125
36,0.0,0.029644845591647047,0.05859375,0.1430453975056345,9849.621617103172,0.24528861045837402
37,0.0,0.028162603312064695,0.05859375,0.1430453975056345,9911.742519075831,0.24375128746032715
38,0.0,0.02675447314646146,0.05859375,0.1430453975056345,9805.076264962665,0.24640297889709473
39,0.0,0.025416749489138385,0.05859375,0.1430453975056345,9903.547417790822,0.24395298957824707
40,0.0,0.024145912014681463,0.05859375,0.1430453975056345,9859.454094176917,0.24504399299621582
41,0.1875,0.032313616413947394,0.05859375,0.14358595027380086,342.69382090222143,7.05002498626709
42,-0.111328125,0.025131529343250022,0.05859375,0.15254724880493695,9829.61489714417,0.2457878589630127
43,0.36328125,0.04203901537608752,0.05859375,0.1572664378474937,9824.840232303352,0.24590730667114258
44,0.08935546875,0.044404838044783145,0.05859375,0.15713505080024576,9643.33523723786,0.2505357265472412
45,0.0,0.04218459614254399,0.05859375,0.15713505080024576,9881.692466717896,0.2444925308227539
46,0.0,0.040075366335416786,0.05859375,0.15713505080024576,9859.511651778634,0.2450425624847412
47,0.0,0.038071598018645944,0.05859375,0.15713505080024576,9851.814494850212,0.24523401260375977
48,0.0,0.03616801811771365,0.05859375,0.15713505080024576,9821.697776571616,0.2459859848022461
49,0.0,0.03435961721182797,0.05859375,0.15713505080024576,9755.05922671421,0.2476663589477539
50,0.0,0.03264163635123657,0.05859375,0.15713505080024576,9836.66624343555,0.24561166763305664
51,0.0,0.031009554533674738,0.05859375,0.15713505080024576,9829.138175232963,0.24579977989196777
52,0.0,0.029459076806991,0.05859375,0.15713505080024576,9807.22087600156,0.24634909629821777
53,-1.140625,-0.02904512703335856,0.05859375,0.18014215065280834,9770.785971868141,0.2472677230834961
54,0.373046875,-0.008940526931690628,0.05859375,0.18315801881921265,9806.860212077603,0.24635815620422363
55,0.1796875,0.0004908744148939045,0.05859375,0.18728642028230713,9765.597695599841,0.24739909172058105
56,0.17578125,0.00925539319414921,0.05859375,0.1874681584303496,9644.87720897916,0.25049567222595215
57,0.11474609375,0.014529928221941749,0.05859375,0.18818009409577838,9749.587456259604,0.24780535697937012
58,0.064453125,0.01702608806084466,0.05859375,0.18887120483371153,9730.24625013323,0.24829792976379395
59,0.2197265625,0.02716111178280243,0.05859375,0.1899822377243862,9701.944483113526,0.2490222454071045
60,-0.10693359375,0.020456376506162305,0.05859375,0.19374811260256694,9733.90077287651,0.24820470809936523
61,1.078125,0.07333980768085419,0.05859375,0.1935846795017766,343.0952790534244,7.041775703430176
62,-0.36328125,0.051508754796811475,0.05859375,0.20051204976909073,9664.525358148016,0.2499864101409912
63,0.37890625,0.0678786295569709,0.05859375,0.20101124281432664,9697.209494873132,0.2491438388824463
64,0.033203125,0.06614485432912236,0.05859375,0.2065406582143875,9773.490579449455,0.24719929695129395
65,0.0,0.06283761161266624,0.05859375,0.2065406582143875,9845.965800522155,0.24537968635559082
66,0.0,0.05969573103203293,0.05859375,0.2065406582143875,9760.537142471863,0.2475273609161377
67,0.0,0.05671094448043128,0.05859375,0.2065406582143875,9812.33946727296,0.24622058868408203
68,0.0,0.05387539725640971,0.05859375,0.2065406582143875,9850.828057848388,0.24525856971740723
69,0.224609375,0.062412096143589224,0.05859375,0.20729136160607786,9805.465261919322,0.24639320373535156
70,-0.388671875,0.03985789758640976,0.05859375,0.22557078220710372,9812.29196042718,0.24622178077697754
71,0.6171875,0.06872437770708928,0.05859375,0.22632166346787577,9714.22124612354,0.24870753288269043
72,0.193359375,0.07495612757173482,0.05859375,0.22697714964873966,9791.206425799046,0.24675202369689941
73,0.0,0.07120832119314809,0.05859375,0.22697714964873966,9899.532314473618,0.24405193328857422
74,0.0,0.06764790513349069,0.05859375,0.22697714964873966,9892.767222998884,0.2442188262939453
75,0.0,0.06426550987681615,0.05859375,0.22697714964873966,9847.209621919661,0.24534869194030762
76,0.0,0.061052234382975336,0.05859375,0.22697714964873966,9810.591518315281,0.24626445770263672
77,0.0,0.057999622663826564,0.05859375,0.22697714964873966,9835.463268808187,0.24564170837402344
78,0.0,0.055099641530635235,0.05859375,0.22697714964873966,9884.574531032202,0.24442124366760254
79,0.0,0.05234465945410347,0.05859375,0.22697714964873966,9868.989033848982,0.24480724334716797
80,0.0,0.049727426481398294,0.05859375,0.22697714964873966,9803.605945567333,0.24643993377685547
81,0.83203125,0.08884261765732837,0.05859375,0.22833632527193598,343.7855424706557,7.027637004852295
82,-0.1767578125,0.07556259614946195,0.05859375,0.23496164376619366,9773.877074194532,0.24718952178955078
83,-0.5,0.046784466341988844,0.05859375,0.2705834625077512,9775.112176930266,0.24715828895568848
84,0.2294921875,0.0559198523998894,0.05859375,0.27122740441026527,9714.183996878712,0.24870848655700684
85,0.234375,0.06484260977989492,0.05859375,0.27150913567111323,9780.187858730513,0.24703001976013184
86,-0.474609375,0.03787001054090017,0.05859375,0.28425854569609915,9744.496625682508,0.24793481826782227
87,0.2373046875,0.047841744388855155,0.05859375,0.2843986489964693,9765.465941845327,0.24740242958068848
88,0.1796875,0.0544340321694124,0.05859375,0.28363618475732,9769.796855250714,0.24729275703430176
89,-1.859375,-0.04125641943905822,0.05859375,0.3252125117859933,9764.741359738975,0.2474207878112793
90,0.404296875,-0.018978754717105306,0.05859375,0.3252032630309144,9729.704380721943,0.24831175804138184
91,0.287109375,-0.003674348231250039,0.05859375,0.3257493121690618,9732.863020658748,0.2482311725616455
92,0.189453125,0.005982025430312465,0.05859375,0.32555584566564305,9743.953167969907,0.24794864654541016
93,0.0,0.005682924158796841,0.05859375,0.32555584566564305,9777.819180408542,0.24708986282348633
94,0.0,0.005398777950856999,0.05859375,0.32555584566564305,9808.265052707586,0.2463228702545166
95,0.0,0.005128839053314149,0.05859375,0.32555584566564305,9674.832074026974,0.24972009658813477
96,0.0,0.004872397100648441,0.05859375,0.32555584566564305,9793.714108987444,0.2466888427734375
97,0.0,0.0046287772456160186,0.05859375,0.32555584566564305,9812.29196042718,0.24622178077697754
98,0.0,0.0043973383833352175,0.05859375,0.32555584566564305,9834.365572572498,0.24566912651062012
99,0.0,0.004177471464168457,0.05859375,0.32555584566564305,9851.594205378331,0.2452394962310791
100,0.0,0.003968597890960034,0.05859375,0.32555584566564305,9786.308321527113,0.24687552452087402
101,0.0,0.003770167996412032,0.05859375,0.32555584566564305,343.6870514951707,7.029650926589966
102,0.0,0.00358165959659143,0.05859375,0.32555584566564305,9866.336989032901,0.244873046875
103,0.0,0.003402576616761858,0.05859375,0.32555584566564305,9814.962558889165,0.24615478515625
104,0.0,0.003232447785923765,0.05859375,0.32555584566564305,9687.72558527277,0.2493877410888672
105,0.099609375,0.008051294146627577,0.05859375,0.3254488813809785,9744.149930140939,0.24794363975524902
106,-0.1953125,-0.0021168955607038025,0.05859375,0.3312647237870713,9768.205268992375,0.24733304977416992
107,0.193359375,0.007656917967331388,0.05859375,0.3318468685062139,9745.208834453058,0.24791669845581055
108,0.0771484375,0.011131493943964819,0.05859375,0.33200191064291623,9755.322176441141,0.24765968322753906
109,0.0,0.010574919246766578,0.05859375,0.33200191064291623,9828.89029811297,0.24580597877502441
110,0.0,0.010046173284428249,0.05859375,0.33200191064291623,9797.47330683531,0.24659419059753418
111,0.0,0.009543864620206836,0.05859375,0.33200191064291623,9753.387949172542,0.24770879745483398
112,0.0,0.009066671389196495,0.05859375,0.33200191064291623,9886.821586350083,0.24436569213867188
113,0.54296875,0.03576177531973667,0.05859375,0.33168524201410127,9705.71721217659,0.24892544746398926
114,-0.1953125,0.024208061553749834,0.05859375,0.3397668990036274,9692.868511544757,0.24925541877746582
115,0.20703125,0.03334922097606234,0.05859375,0.3405368913185308,9587.49758880091,0.2519948482513428
116,0.318359375,0.04759972867725923,0.05859375,0.3443093146866467,9745.668076888676,0.24790501594543457
117,0.0,0.04521974224339626,0.05859375,0.3443093146866467,9812.928590380976,0.24620580673217773
118,0.0,0.04295875513122645,0.05859375,0.3443093146866467,9860.989193570831,0.24500584602355957
119,0.0,0.040810817374665125,0.05859375,0.3443093146866467,9861.315463777071,0.24499773979187012
120,0.0,0.038770276505931865,0.05859375,0.3443093146866467,9806.414164444117,0.2463693618774414
121,0.0,0.03683176268063527,0.05859375,0.3443093146866467,344.60871596179726,7.010849952697754
122,0.0,0.034990174546603504,0.05859375,0.3443093146866467,9884.670950196407,0.24441885948181152
123,0.0,0.033240665819273325,0.05859375,0.3443093146866467,9789.125550994859,0.24680447578430176
124,0.0,0.031578632528309655,0.05859375,0.3443093146866467,9855.20628029472,0.2451496124267578
125,0.0,0.02999970090189417,0.05859375,0.3443093146866467,9853.816707297032,0.24518418312072754
126,0.0,0.02849971585679946,0.05859375,0.3443093146866467,9850.904667238921,0.24525666236877441
127,0.0,0.027074730063959485,0.05859375,0.3443093146866467,9855.560923754736,0.24514079093933105
128,0.0,0.02572099356076151,0.05859375,0.0,4737.374582347884,0.5099871158599854
129,0.0,0.024434943882723433,0.0234375,0.0,237.75219572064162,10.288022756576538
130,0.0,0.023213196688587262,0.0234375,0.0,9884.477837823255,0.24745869636535645
131,0.0,0.022052536854157898,0.0234375,0.0,9849.744746667793,0.24833130836486816
132,0.0,0.020949910011450003,0.0234375,0.0,9854.45637074612,0.24821257591247559
133,0.0,0.0199024145108775,0.0234375,0.0,9913.609752750837,0.24673151969909668
134,0.0,0.018907293785333623,0.0234375,0.0,9860.556002056832,0.24805903434753418
135,0.0,0.01796192909606694,0.0234375,0.0,9885.315966310442,0.2474377155303955
136,0.0,0.017063832641263592,0.0234375,0.0,9922.958668797128,0.24649906158447266
137,0.0,0.016210641009200413,0.0234375,0.0,9904.66091395846,0.24695444107055664
138,0.0,0.015400108958740392,0.0234375,0.0,9830.048352726548,0.24882888793945312
139,0.0,0.014630103510803372,0.0234375,0.0,9886.611535396307,0.2474052906036377
140,0.0,0.013898598335263202,0.0234375,0.0,9806.004631899701,0.24943900108337402
141,0.0,0.013203668418500042,0.0234375,0.0,353.01712637239615,6.928842306137085
142,0.0,0.012543484997575039,0.0234375,0.0,9837.372202357494,0.2486436367034912
143,0.0,0.011916310747696286,0.0234375,0.0,9843.101262616572,0.24849891662597656
144,0.0,0.011320495210311471,0.0234375,0.0,9864.244066127845,0.24796628952026367
145,0.0,0.010754470449795897,0.0234375,0.0,9855.052740784004,0.2481975555419922
146,0.0,0.010216746927306102,0.0234375,0.0,9880.964959558349,0.24754667282104492
147,0.0,0.009705909580940796,0.0234375,0.0,9877.01714352831,0.24764561653137207
148,0.0,0.009220614101893756,0.0234375,0.0,9893.11355810112,0.24724268913269043
149,0.0,0.008759583396799067,0.0234375,0.0,9853.61400273539,0.24823379516601562
150,0.0,0.008321604226959113,0.0234375,0.0,9855.743863016514,0.24818015098571777
151,0.0,0.007905524015611157,0.0234375,0.0,9804.055483830276,0.24948859214782715
152,0.0,0.007510247814830599,0.0234375,0.0,9835.514286481242,0.24869060516357422
153,0.0,0.007134735424089069,0.0234375,0.0,9896.186401128978,0.24716591835021973
154,0.0,0.006777998652884616,0.0234375,0.0,9899.203842631949,0.24709057807922363
155,0.0,0.0064390987202403846,0.0234375,0.0,9883.896945792685,0.24747323989868164
156,0.0,0.006117143784228365,0.0234375,0.0,9898.49706159601,0.24710822105407715
157,-0.123046875,-0.0003410571549830547,0.0234375,0.07144136596472636,9754.900222876398,0.2507457733154297
158,0.306640625,0.0150080269527661,0.0234375,0.07203411784041647,9685.132905369685,0.2525520324707031
159,0.248046875,0.026659969355127794,0.0234375,0.08618358152193274,9737.56765909626,0.2511920928955078
160,0.158203125,0.033237127137371404,0.0234375,0.08701083016192522,9733.428825150091,0.2512989044189453
161,0.0,0.03157527078050283,0.0234375,0.08701083016192522,356.5468476228235,6.860248565673828
162,0.0,0.029996507241477687,0.0234375,0.08701083016192522,9912.240059516333,0.2467656135559082
163,0.0,0.028496681879403803,0.0234375,0.08701083016192522,9845.39664522469,0.24844098091125488
164,0.0,0.02707184778543361,0.0234375,0.08701083016192522,9844.84867886325,0.24845480918884277
165,0.0,0.02571825539616193,0.0234375,0.08701083016192522,9886.668700677565,0.24740386009216309
166,0.0,0.024432342626353833,0.0234375,0.08701083016192522,9850.548620632708,0.24831104278564453
167,0.0,0.02321072549503614,0.0234375,0.08701083016192522,9839.15532973114,0.24859857559204102
168,0.0,0.02205018922028433,0.0234375,0.08701083016192522,9820.666784727295,0.24906659126281738
169,0.06494140625,0.02419475007177011,0.0234375,0.08706480570775564,9667.992498760788,0.25299978256225586
170,-0.130859375,0.016442043818181606,0.0234375,0.09874113810637432,9734.888101523344,0.25126123428344727
171,0.3828125,0.034760566627272525,0.0234375,0.10544073449473802,9758.333302261697,0.2506575584411621
172,0.328125,0.049428788295908896,0.0234375,0.10537208382406321,9734.989713006058,0.25125861167907715
173,0.0,0.04695734888111345,0.0234375,0.10537208382406321,9823.421996844025,0.24899673461914062
174,0.0,0.04460948143705777,0.0234375,0.10537208382406321,9783.374879725512,0.2500159740447998
175,0.0,0.042379007365204883,0.0234375,0.10537208382406321,9884.468314452586,0.24745893478393555
176,0.0,0.04026005699694464,0.0234375,0.10537208382406321,9833.091562585962,0.24875187873840332
177,0.0,0.038247054147097406,0.0234375,0.10537208382406321,9849.234118416214,0.24834418296813965
178,0.0,0.03633470143974253,0.0234375,0.10537208382406321,9884.011214240158,0.24747037887573242
179,0.0,0.0345179663677554,0.0234375,0.10537208382406321,9830.943218895924,0.24880623817443848
180,0.0,0.03279206804936763,0.0234375,0.10537208382406321,9823.092794639617,0.24900507926940918
181,0.0,0.031152464646899247,0.0234375,0.10537208382406321,355.7792518586458,6.875049591064453
182,0.0,0.029594841414554283,0.0234375,0.10537208382406321,9845.028178367029,0.24845027923583984
183,0.0,0.02811509934382657,0.0234375,0.10537208382406321,9804.570808198965,0.24947547912597656
184,0.0,0.02670934437663524,0.0234375,0.10537208382406321,9824.221579782492,0.248976469039917
185,0.0,0.025373877157803478,0.0234375,0.10537208382406321,9846.568364153245,0.2484114170074463
186,0.0,0.024105183299913305,0.0234375,0.10537208382406321,9859.807349060176,0.2480778694152832
187,0.0,0.022899924134917638,0.0234375,0.10537208382406321,9798.858422175656,0.24962091445922852
188,0.0,0.021754927928171755,0.0234375,0.10537208382406321,9860.233783034382,0.24806714057922363
189,0.0,0.020667181531763168,0.0234375,0.10537208382406321,9810.927805159807,0.2493138313293457
190,0.0,0.019633822455175007,0.0234375,0.10537208382406321,9676.208300440365,0.25278496742248535
191,0.0,0.018652131332416257,0.0234375,0.10537208382406321,9903.599611164258,0.24698090553283691
192,0.0,0.01771952476579544,0.0234375,0.10537208382406321,9814.888683945675,0.24921321868896484
193,-0.7265625,-0.019494576472494335,0.0234375,0.301667981752691,9822.867068737212,0.24901080131530762
194,0.3046875,-0.0032854726488696154,0.0234375,0.30199544176008036,9806.548282536694,0.24942517280578613
195,0.455078125,0.019632707233573868,0.0234375,0.30222385016347736,9621.054906760071,0.25423407554626465
196,0.1298828125,0.02514521249689517,0.0234375,0.3033223588936323,9741.173528702433,0.2510991096496582
197,-0.38671875,0.004552014372050411,0.0234375,0.31205131266500713,9785.651821491627,0.24995779991149902
198,0.10546875,0.00959785115344789,0.0234375,0.3115749206433064,9767.186938834575,0.2504303455352783
199,0.0673828125,0.012487099220775497,0.0234375,0.31119110418674006,9713.191933498703,0.25182247161865234
200,0.142578125,0.018991650509736724,0.0234375,0.3114301300737518,9781.416064977648,0.25006604194641113
201,0.365234375,0.03630378673424989,0.0234375,0.31161040349631464,354.92064220867456,6.891681432723999
202,0.20703125,0.044840159897537396,0.0234375,0.3114634359089725,9690.585277571023,0.2524099349975586
203,-0.291015625,0.028047370652660525,0.0234375,0.32625839056534717,9771.84781498838,0.25031089782714844
204,0.625,0.057895002120027496,0.0234375,0.32643940123681564,9725.576569735751,0.25150179862976074
205,0.0,0.05500025201402612,0.0234375,0.32643940123681564,9846.936946310207,0.24840211868286133
206,0.0,0.05225023941332481,0.0234375,0.32643940123681564,9877.483106950162,0.2476339340209961
207,0.0,0.04963772744265857,0.0234375,0.32643940123681564,9849.71637704257,0.24833202362060547
208,0.0,0.04715584107052564,0.0234375,0.32643940123681564,9769.577291824584,0.2503690719604492
209,0.0,0.04479804901699935,0.0234375,0.32643940123681564,9844.17797548567,0.24847173690795898
210,0.0,0.04255814656614938,0.0234375,0.32643940123681564,9826.414045304344,0.24892091751098633
211,0.0,0.04043023923784191,0.0234375,0.32643940123681564,9873.54757445629,0.24773263931274414
212,0.0,0.038408727275949815,0.0234375,0.32643940123681564,9785.605152212314,0.24995899200439453
213,0.0,0.036488290912152326,0.0234375,0.32643940123681564,9837.730662828462,0.24863457679748535
214,0.0,0.03466387636654471,0.0234375,0.32643940123681564,9860.319074255618,0.24806499481201172
